#gene_id	transcript_id	sprot_Top_BLASTX_hit	TrEMBL_Top_BLASTX_hit	RNAMMER	prot_id	prot_coords	sprot_Top_BLASTP_hit	TrEMBL_Top_BLASTP_hit	Pfam	SignalP	TmHMM	eggnog	gene_ontology_blast	gene_ontology_pfam	transcript	peptide
TRINITY_DN42336_c0_g1	TRINITY_DN42336_c0_g1_i7	UBP43_HUMAN^UBP43_HUMAN^Q:1201-3117	H:228-853^60.64%ID^E:0^RecName: Full=Ubiquitin carboxyl-terminal hydrolase 43;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|M4A1N4|M4A1N4_XIPMA^tr|M4A1N4|M4A1N4_XIPMA^Q:1156-4029	H:257-1203^81.04%ID^E:0^.^.	.	TRINITY_DN42336_c0_g1_i7|m.1047	293-1270[+]	.	.	PF00443.24^UCH^Ubiquitin carboxyl-terminal hydrolase^126-250^E:5.2e-22	.	.	.	.	GO:0036459^molecular_function^ubiquitinyl hydrolase activity`GO:0006511^biological_process^ubiquitin-dependent protein catabolic process	.	.
TRINITY_DN42336_c0_g1	TRINITY_DN42336_c0_g1_i7	UBP43_HUMAN^UBP43_HUMAN^Q:1201-3117	H:228-853^60.64%ID^E:0^RecName: Full=Ubiquitin carboxyl-terminal hydrolase 43;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|M4A1N4|M4A1N4_XIPMA^tr|M4A1N4|M4A1N4_XIPMA^Q:1156-4029	H:257-1203^81.04%ID^E:0^.^.	.	TRINITY_DN42336_c0_g1_i7|m.1046	1117-4032[+]	UBP43_HUMAN^UBP43_HUMAN^Q:29-667	H:228-853^60.64%ID^E:0^RecName: Full=Ubiquitin carboxyl-terminal hydrolase 43;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|M4A1N4|M4A1N4_XIPMA^tr|M4A1N4|M4A1N4_XIPMA^Q:14-971	H:257-1203^81.04%ID^E:0^.^.	PF00443.24^UCH^Ubiquitin carboxyl-terminal hydrolase^30-519^E:1.1e-36`PF13423.1^UCH_1^Ubiquitin carboxyl-terminal hydrolase^343-500^E:1e-11	.	.	COG5560^ubiquitin carboxyl-terminal hydrolase	GO:0008234^molecular_function^cysteine-type peptidase activity`GO:0036459^molecular_function^ubiquitinyl hydrolase activity`GO:0006511^biological_process^ubiquitin-dependent protein catabolic process	GO:0036459^molecular_function^ubiquitinyl hydrolase activity`GO:0006511^biological_process^ubiquitin-dependent protein catabolic process	.	.
TRINITY_DN42347_c0_g1	TRINITY_DN42347_c0_g1_i1	.	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:158-1195	H:1-346^94.8%ID^E:0^.^.	.	TRINITY_DN42347_c0_g1_i1|m.1051	158-1198[+]	TMOD3_MOUSE^TMOD3_MOUSE^Q:1-345	H:1-350^72.57%ID^E:0^RecName: Full=Tropomodulin-3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Mus; Mus	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:1-346	H:1-346^94.8%ID^E:0^.^.	PF03250.9^Tropomodulin^Tropomodulin^1-146^E:1.4e-69`PF13516.1^LRR_6^Leucine Rich repeat^249-270^E:0.044	.	.	.	GO:0005865^cellular_component^striated muscle thin filament`GO:0005523^molecular_function^tropomyosin binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0048821^biological_process^erythrocyte development`GO:1901992^biological_process^positive regulation of mitotic cell cycle phase transition	GO:0005523^molecular_function^tropomyosin binding`GO:0051694^biological_process^pointed-end actin filament capping	.	.
TRINITY_DN42347_c0_g1	TRINITY_DN42347_c0_g1_i2	.	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:158-1195	H:1-346^94.8%ID^E:0^.^.	.	TRINITY_DN42347_c0_g1_i2|m.1053	158-1198[+]	TMOD3_MOUSE^TMOD3_MOUSE^Q:1-345	H:1-350^72.57%ID^E:0^RecName: Full=Tropomodulin-3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Mus; Mus	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:1-346	H:1-346^94.8%ID^E:0^.^.	PF03250.9^Tropomodulin^Tropomodulin^1-146^E:1.4e-69`PF13516.1^LRR_6^Leucine Rich repeat^249-270^E:0.044	.	.	.	GO:0005865^cellular_component^striated muscle thin filament`GO:0005523^molecular_function^tropomyosin binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0048821^biological_process^erythrocyte development`GO:1901992^biological_process^positive regulation of mitotic cell cycle phase transition	GO:0005523^molecular_function^tropomyosin binding`GO:0051694^biological_process^pointed-end actin filament capping	.	.
TRINITY_DN42347_c0_g1	TRINITY_DN42347_c0_g1_i3	.	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:158-1195	H:1-346^94.8%ID^E:0^.^.	.	TRINITY_DN42347_c0_g1_i3|m.1055	158-1198[+]	TMOD3_MOUSE^TMOD3_MOUSE^Q:1-345	H:1-350^72.57%ID^E:0^RecName: Full=Tropomodulin-3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Mus; Mus	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:1-346	H:1-346^94.8%ID^E:0^.^.	PF03250.9^Tropomodulin^Tropomodulin^1-146^E:1.4e-69`PF13516.1^LRR_6^Leucine Rich repeat^249-270^E:0.044	.	.	.	GO:0005865^cellular_component^striated muscle thin filament`GO:0005523^molecular_function^tropomyosin binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0048821^biological_process^erythrocyte development`GO:1901992^biological_process^positive regulation of mitotic cell cycle phase transition	GO:0005523^molecular_function^tropomyosin binding`GO:0051694^biological_process^pointed-end actin filament capping	.	.
TRINITY_DN42347_c0_g1	TRINITY_DN42347_c0_g1_i4	.	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:158-1195	H:1-346^94.51%ID^E:0^.^.	.	TRINITY_DN42347_c0_g1_i4|m.1057	158-1198[+]	TMOD3_MOUSE^TMOD3_MOUSE^Q:1-345	H:1-350^72.57%ID^E:0^RecName: Full=Tropomodulin-3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Mus; Mus	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:1-346	H:1-346^94.51%ID^E:0^.^.	PF03250.9^Tropomodulin^Tropomodulin^1-146^E:1.4e-69`PF13516.1^LRR_6^Leucine Rich repeat^249-270^E:0.044	.	.	.	GO:0005865^cellular_component^striated muscle thin filament`GO:0005523^molecular_function^tropomyosin binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0048821^biological_process^erythrocyte development`GO:1901992^biological_process^positive regulation of mitotic cell cycle phase transition	GO:0005523^molecular_function^tropomyosin binding`GO:0051694^biological_process^pointed-end actin filament capping	.	.
TRINITY_DN42347_c0_g1	TRINITY_DN42347_c0_g1_i5	.	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:158-1195	H:1-346^94.8%ID^E:0^.^.	.	TRINITY_DN42347_c0_g1_i5|m.1058	158-1198[+]	TMOD3_MOUSE^TMOD3_MOUSE^Q:1-345	H:1-350^72.57%ID^E:0^RecName: Full=Tropomodulin-3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Mus; Mus	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:1-346	H:1-346^94.8%ID^E:0^.^.	PF03250.9^Tropomodulin^Tropomodulin^1-146^E:1.4e-69`PF13516.1^LRR_6^Leucine Rich repeat^249-270^E:0.044	.	.	.	GO:0005865^cellular_component^striated muscle thin filament`GO:0005523^molecular_function^tropomyosin binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0048821^biological_process^erythrocyte development`GO:1901992^biological_process^positive regulation of mitotic cell cycle phase transition	GO:0005523^molecular_function^tropomyosin binding`GO:0051694^biological_process^pointed-end actin filament capping	.	.
TRINITY_DN42347_c0_g1	TRINITY_DN42347_c0_g1_i6	.	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:158-1195	H:1-346^94.8%ID^E:0^.^.	.	TRINITY_DN42347_c0_g1_i6|m.1060	158-1198[+]	TMOD3_MOUSE^TMOD3_MOUSE^Q:1-345	H:1-350^72.57%ID^E:0^RecName: Full=Tropomodulin-3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Mus; Mus	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:1-346	H:1-346^94.8%ID^E:0^.^.	PF03250.9^Tropomodulin^Tropomodulin^1-146^E:1.4e-69`PF13516.1^LRR_6^Leucine Rich repeat^249-270^E:0.044	.	.	.	GO:0005865^cellular_component^striated muscle thin filament`GO:0005523^molecular_function^tropomyosin binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0048821^biological_process^erythrocyte development`GO:1901992^biological_process^positive regulation of mitotic cell cycle phase transition	GO:0005523^molecular_function^tropomyosin binding`GO:0051694^biological_process^pointed-end actin filament capping	.	.
TRINITY_DN42347_c0_g1	TRINITY_DN42347_c0_g1_i7	.	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:158-1195	H:1-346^94.8%ID^E:0^.^.	.	TRINITY_DN42347_c0_g1_i7|m.1062	158-1198[+]	TMOD3_MOUSE^TMOD3_MOUSE^Q:1-345	H:1-350^72.57%ID^E:0^RecName: Full=Tropomodulin-3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Mus; Mus	tr|I3IUD4|I3IUD4_ORENI^tr|I3IUD4|I3IUD4_ORENI^Q:1-346	H:1-346^94.8%ID^E:0^.^.	PF03250.9^Tropomodulin^Tropomodulin^1-146^E:1.4e-69`PF13516.1^LRR_6^Leucine Rich repeat^249-270^E:0.044	.	.	.	GO:0005865^cellular_component^striated muscle thin filament`GO:0005523^molecular_function^tropomyosin binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0048821^biological_process^erythrocyte development`GO:1901992^biological_process^positive regulation of mitotic cell cycle phase transition	GO:0005523^molecular_function^tropomyosin binding`GO:0051694^biological_process^pointed-end actin filament capping	.	.
TRINITY_DN42347_c1_g1	TRINITY_DN42347_c1_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN42305_c0_g1	TRINITY_DN42305_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN42305_c2_g1	TRINITY_DN42305_c2_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN42305_c3_g1	TRINITY_DN42305_c3_g1_i1	PACS2_HUMAN^PACS2_HUMAN^Q:1912-2	H:47-680^73.95%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:1912-2	H:47-683^96.39%ID^E:0^.^.	.	TRINITY_DN42305_c3_g1_i1|m.1064	2-1897[-]	PACS2_HUMAN^PACS2_HUMAN^Q:1-632	H:52-680^73.91%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|I3KU58|I3KU58_ORENI^tr|I3KU58|I3KU58_ORENI^Q:1-632	H:52-679^96.99%ID^E:0^.^.	PF10254.4^Pacs-1^PACS-1 cytosolic sorting protein^414-632^E:1.3e-101	.	.	.	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005788^cellular_component^endoplasmic reticulum lumen`GO:0005739^cellular_component^mitochondrion`GO:0006915^biological_process^apoptotic process`GO:0000045^biological_process^autophagic vacuole assembly`GO:0034497^biological_process^protein localization to pre-autophagosomal structure`GO:0072661^biological_process^protein targeting to plasma membrane`GO:0016032^biological_process^viral process	.	.	.
TRINITY_DN42305_c3_g1	TRINITY_DN42305_c3_g1_i2	PACS2_HUMAN^PACS2_HUMAN^Q:1921-2	H:33-680^75%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:1900-2	H:40-683^94.72%ID^E:0^.^.	.	TRINITY_DN42305_c3_g1_i2|m.1066	1677-3776[+]	.	tr|A0A131Y4N2|A0A131Y4N2_IXORI^tr|A0A131Y4N2|A0A131Y4N2_IXORI^Q:75-696	H:791-1472^51.46%ID^E:0^.^.	PF05380.8^Peptidase_A17^Pao retrotransposon peptidase^79-116^E:8.9e-05`PF00665.21^rve^Integrase core domain^389-521^E:4.4e-13	.	.	.	.	GO:0015074^biological_process^DNA integration	.	.
TRINITY_DN42305_c3_g1	TRINITY_DN42305_c3_g1_i2	PACS2_HUMAN^PACS2_HUMAN^Q:1921-2	H:33-680^75%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:1900-2	H:40-683^94.72%ID^E:0^.^.	.	TRINITY_DN42305_c3_g1_i2|m.1067	2-1864[-]	PACS2_HUMAN^PACS2_HUMAN^Q:1-621	H:52-680^75.2%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|I3KU60|I3KU60_ORENI^tr|I3KU60|I3KU60_ORENI^Q:1-621	H:13-630^96.78%ID^E:0^.^.	PF10254.4^Pacs-1^PACS-1 cytosolic sorting protein^414-621^E:4.9e-103	.	.	.	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005788^cellular_component^endoplasmic reticulum lumen`GO:0005739^cellular_component^mitochondrion`GO:0006915^biological_process^apoptotic process`GO:0000045^biological_process^autophagic vacuole assembly`GO:0034497^biological_process^protein localization to pre-autophagosomal structure`GO:0072661^biological_process^protein targeting to plasma membrane`GO:0016032^biological_process^viral process	.	.	.
TRINITY_DN42305_c3_g1	TRINITY_DN42305_c3_g1_i3	PACS2_HUMAN^PACS2_HUMAN^Q:1954-2	H:33-680^73.75%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:1933-2	H:40-683^96.43%ID^E:0^.^.	.	TRINITY_DN42305_c3_g1_i3|m.1069	1710-3809[+]	.	tr|A0A131Y4N2|A0A131Y4N2_IXORI^tr|A0A131Y4N2|A0A131Y4N2_IXORI^Q:75-696	H:791-1472^51.46%ID^E:0^.^.	PF05380.8^Peptidase_A17^Pao retrotransposon peptidase^79-116^E:8.9e-05`PF00665.21^rve^Integrase core domain^389-521^E:4.4e-13	.	.	.	.	GO:0015074^biological_process^DNA integration	.	.
TRINITY_DN42305_c3_g1	TRINITY_DN42305_c3_g1_i3	PACS2_HUMAN^PACS2_HUMAN^Q:1954-2	H:33-680^73.75%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:1933-2	H:40-683^96.43%ID^E:0^.^.	.	TRINITY_DN42305_c3_g1_i3|m.1070	2-1897[-]	PACS2_HUMAN^PACS2_HUMAN^Q:1-632	H:52-680^73.91%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|I3KU58|I3KU58_ORENI^tr|I3KU58|I3KU58_ORENI^Q:1-632	H:52-679^96.99%ID^E:0^.^.	PF10254.4^Pacs-1^PACS-1 cytosolic sorting protein^414-632^E:1.3e-101	.	.	.	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005788^cellular_component^endoplasmic reticulum lumen`GO:0005739^cellular_component^mitochondrion`GO:0006915^biological_process^apoptotic process`GO:0000045^biological_process^autophagic vacuole assembly`GO:0034497^biological_process^protein localization to pre-autophagosomal structure`GO:0072661^biological_process^protein targeting to plasma membrane`GO:0016032^biological_process^viral process	.	.	.
TRINITY_DN42305_c3_g1	TRINITY_DN42305_c3_g1_i4	PACS2_HUMAN^PACS2_HUMAN^Q:1363-2	H:230-680^69.7%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`PACS2_HUMAN^PACS2_HUMAN^Q:1955-1350	H:33-234^82.67%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:1354-2	H:233-683^95.79%ID^E:0^.^.`tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:2006-1341	H:12-237^88.05%ID^E:0^.^.	.	TRINITY_DN42305_c3_g1_i4|m.1072	1711-3810[+]	.	tr|A0A131Y4N2|A0A131Y4N2_IXORI^tr|A0A131Y4N2|A0A131Y4N2_IXORI^Q:75-696	H:791-1472^51.46%ID^E:0^.^.	PF05380.8^Peptidase_A17^Pao retrotransposon peptidase^79-116^E:8.9e-05`PF00665.21^rve^Integrase core domain^389-521^E:4.4e-13	.	.	.	.	GO:0015074^biological_process^DNA integration	.	.
TRINITY_DN42305_c3_g1	TRINITY_DN42305_c3_g1_i4	PACS2_HUMAN^PACS2_HUMAN^Q:1363-2	H:230-680^69.7%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`PACS2_HUMAN^PACS2_HUMAN^Q:1955-1350	H:33-234^82.67%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:1354-2	H:233-683^95.79%ID^E:0^.^.`tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:2006-1341	H:12-237^88.05%ID^E:0^.^.	.	TRINITY_DN42305_c3_g1_i4|m.1073	2-892[-]	.	tr|I3KU58|I3KU58_ORENI^tr|I3KU58|I3KU58_ORENI^Q:1-297	H:383-679^98.99%ID^E:0^.^.	PF10254.4^Pacs-1^PACS-1 cytosolic sorting protein^79-297^E:1.9e-102	.	.	.	.	.	.	.
TRINITY_DN42305_c3_g1	TRINITY_DN42305_c3_g1_i4	PACS2_HUMAN^PACS2_HUMAN^Q:1363-2	H:230-680^69.7%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`PACS2_HUMAN^PACS2_HUMAN^Q:1955-1350	H:33-234^82.67%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:1354-2	H:233-683^95.79%ID^E:0^.^.`tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:2006-1341	H:12-237^88.05%ID^E:0^.^.	.	TRINITY_DN42305_c3_g1_i4|m.1074	1296-1898[-]	.	.	.	.	.	.	.	.	.	.
TRINITY_DN42305_c3_g1	TRINITY_DN42305_c3_g1_i5	PACS2_HUMAN^PACS2_HUMAN^Q:1912-2	H:47-680^73.95%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:1912-2	H:47-683^96.39%ID^E:0^.^.	.	TRINITY_DN42305_c3_g1_i5|m.1077	2-1897[-]	PACS2_HUMAN^PACS2_HUMAN^Q:1-632	H:52-680^73.91%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|I3KU58|I3KU58_ORENI^tr|I3KU58|I3KU58_ORENI^Q:1-632	H:52-679^96.99%ID^E:0^.^.	PF10254.4^Pacs-1^PACS-1 cytosolic sorting protein^414-632^E:1.3e-101	.	.	.	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005788^cellular_component^endoplasmic reticulum lumen`GO:0005739^cellular_component^mitochondrion`GO:0006915^biological_process^apoptotic process`GO:0000045^biological_process^autophagic vacuole assembly`GO:0034497^biological_process^protein localization to pre-autophagosomal structure`GO:0072661^biological_process^protein targeting to plasma membrane`GO:0016032^biological_process^viral process	.	.	.
TRINITY_DN42305_c3_g1	TRINITY_DN42305_c3_g1_i6	PACS2_HUMAN^PACS2_HUMAN^Q:1912-2	H:47-680^73.95%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:1912-2	H:47-683^96.39%ID^E:0^.^.	.	TRINITY_DN42305_c3_g1_i6|m.1079	2-1897[-]	PACS2_HUMAN^PACS2_HUMAN^Q:1-632	H:52-680^73.91%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|I3KU58|I3KU58_ORENI^tr|I3KU58|I3KU58_ORENI^Q:1-632	H:52-679^96.99%ID^E:0^.^.	PF10254.4^Pacs-1^PACS-1 cytosolic sorting protein^414-632^E:1.3e-101	.	.	.	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005788^cellular_component^endoplasmic reticulum lumen`GO:0005739^cellular_component^mitochondrion`GO:0006915^biological_process^apoptotic process`GO:0000045^biological_process^autophagic vacuole assembly`GO:0034497^biological_process^protein localization to pre-autophagosomal structure`GO:0072661^biological_process^protein targeting to plasma membrane`GO:0016032^biological_process^viral process	.	.	.
TRINITY_DN42305_c3_g1	TRINITY_DN42305_c3_g1_i7	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN42305_c3_g1	TRINITY_DN42305_c3_g1_i8	PACS2_HUMAN^PACS2_HUMAN^Q:1912-2	H:47-680^73.95%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|A0A087YH04|A0A087YH04_POEFO^tr|A0A087YH04|A0A087YH04_POEFO^Q:1912-2	H:47-683^96.39%ID^E:0^.^.	.	TRINITY_DN42305_c3_g1_i8|m.1081	2-1897[-]	PACS2_HUMAN^PACS2_HUMAN^Q:1-632	H:52-680^73.91%ID^E:0^RecName: Full=Phosphofurin acidic cluster sorting protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	tr|I3KU58|I3KU58_ORENI^tr|I3KU58|I3KU58_ORENI^Q:1-632	H:52-679^96.99%ID^E:0^.^.	PF10254.4^Pacs-1^PACS-1 cytosolic sorting protein^414-632^E:1.3e-101	.	.	.	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005788^cellular_component^endoplasmic reticulum lumen`GO:0005739^cellular_component^mitochondrion`GO:0006915^biological_process^apoptotic process`GO:0000045^biological_process^autophagic vacuole assembly`GO:0034497^biological_process^protein localization to pre-autophagosomal structure`GO:0072661^biological_process^protein targeting to plasma membrane`GO:0016032^biological_process^viral process	.	.	.
